coicop18,geo,OBS_VALUE,coicop_description,HICP_2017,consumption,Date
CP01183,GB,120.7,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97,132.3,01/11/2023
CP01183,SK,133.63,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.69,20.4,01/11/2023
CP01183,SI,135.32,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",104.8,9.6,01/11/2023
CP01183,SE,146.07,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.16,34,01/11/2023
CP01183,RO,135.58,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",103.18,47.3,01/11/2023
CP01183,PT,131.12,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",96.52,24.9,01/11/2023
CP01183,PL,143.04,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",106.32,145.2,01/11/2023
CP01183,NL,139.56,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97.58,62.4,01/11/2023
CP01183,MT,123.74,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.13,2.4,01/11/2023
CP01183,MK,141.93,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.76,6.7,01/11/2023
CP01183,LV,151.29,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",111.29,5,01/11/2023
CP01183,LT,135.97,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",112.44,7.1,01/11/2023
CP01183,IT,119.4,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",100.8,144.4,01/11/2023
CP01183,IE,89.52,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97.57,12,01/11/2023
CP01183,HU,170.66,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.34,20.2,01/11/2023
CP01183,HR,129.43,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",103.5,12.6,01/11/2023
CP01183,FR,128.85,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.21,211.2,01/11/2023
CP01183,FI,130.74,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.25,17.1,01/11/2023
CP01183,ES,137.37,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.02,105.4,01/11/2023
CP01183,EL,111.52,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.84,25.5,01/11/2023
CP01183,EE,146.11,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",106.38,5.6,01/11/2023
CP01183,DK,128.92,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.85,20.9,01/11/2023
CP01183,DE,130.36,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",102.04,252.1,01/11/2023
CP01183,CZ,123.82,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",100.25,41.8,01/11/2023
CP01183,CY,106.76,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",98.28,2.5,01/11/2023
CP01183,CH,99.26,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",87.47,25.8,01/11/2023
CP01183,BG,157.88,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",102.58,22.8,01/11/2023
CP01183,BE,139.14,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.1,50.9,01/11/2023
CP01183,AT,121.79,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.65,28.3,01/11/2023
CP01183,IS,119.42,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",93.68,0.7,01/11/2023
CP01183,LU,132.13,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",104.06,0.7,01/11/2023
CP0118,LU,132.08,"Sugar, confectionery and desserts (ND)",106.71,0.7,01/11/2023
CP0118,IS,130.69,"Sugar, confectionery and desserts (ND)",100.04,0.7,01/11/2023
CP0118,GB,129.3,"Sugar, confectionery and desserts (ND)",99.3,132.3,01/11/2023
CP0118,SK,157.67,"Sugar, confectionery and desserts (ND)",106.4,20.4,01/11/2023
CP0118,SI,115.52,"Sugar, confectionery and desserts (ND)",102.28,9.6,01/11/2023
CP0118,SE,136,"Sugar, confectionery and desserts (ND)",101.46,34,01/11/2023
CP0118,RO,149.95,"Sugar, confectionery and desserts (ND)",102.34,47.3,01/11/2023
CP0118,PT,125.66,"Sugar, confectionery and desserts (ND)",100.7,24.9,01/11/2023
CP0118,PL,158.89,"Sugar, confectionery and desserts (ND)",107.77,145.2,01/11/2023
CP0118,NL,127.07,"Sugar, confectionery and desserts (ND)",99.38,62.4,01/11/2023
CP0118,MT,144.33,"Sugar, confectionery and desserts (ND)",103.75,2.4,01/11/2023
CP0118,MK,147.09,"Sugar, confectionery and desserts (ND)",106.85,6.7,01/11/2023
CP0118,LV,159.63,"Sugar, confectionery and desserts (ND)",106.99,5,01/11/2023
CP0118,LT,159.04,"Sugar, confectionery and desserts (ND)",105.32,7.1,01/11/2023
CP0118,IT,123,"Sugar, confectionery and desserts (ND)",100.1,144.4,01/11/2023
CP0118,IE,96.01,"Sugar, confectionery and desserts (ND)",92.57,12,01/11/2023
CP0118,HU,181.46,"Sugar, confectionery and desserts (ND)",107.88,20.2,01/11/2023
CP0118,FR,122.92,"Sugar, confectionery and desserts (ND)",100.66,211.2,01/11/2023
CP0118,FI,114.89,"Sugar, confectionery and desserts (ND)",89.66,17.1,01/11/2023
CP0118,ES,133.86,"Sugar, confectionery and desserts (ND)",101.06,105.4,01/11/2023
CP0118,EE,163.5,"Sugar, confectionery and desserts (ND)",109.33,5.6,01/11/2023
CP0118,DK,122.71,"Sugar, confectionery and desserts (ND)",102.59,20.9,01/11/2023
CP0118,DE,133.68,"Sugar, confectionery and desserts (ND)",100.97,252.1,01/11/2023
CP0118,CZ,147.15,"Sugar, confectionery and desserts (ND)",105.89,41.8,01/11/2023
CP0118,CY,122.66,"Sugar, confectionery and desserts (ND)",100.75,2.5,01/11/2023
CP0118,CH,104.5,"Sugar, confectionery and desserts (ND)",98.97,25.8,01/11/2023
CP0118,BG,156.32,"Sugar, confectionery and desserts (ND)",108.19,22.8,01/11/2023
CP0118,BE,131.02,"Sugar, confectionery and desserts (ND)",99.74,50.9,01/11/2023
CP0118,AT,125.91,"Sugar, confectionery and desserts (ND)",102.23,28.3,01/11/2023
CP0118,HR,140,"Sugar, confectionery and desserts (ND)",102.85,12.6,01/11/2023
CP0118,EL,116.16,"Sugar, confectionery and desserts (ND)",102.85,25.5,01/11/2023
CP01186,LV,170.68,"Ice, ice cream and sorbets (ND)",101.74,5,01/11/2023
CP01186,SI,118.29,"Ice, ice cream and sorbets (ND)",101.74,9.6,01/11/2023
CP01186,AT,130.09,"Ice, ice cream and sorbets (ND)",100.79,28.3,01/11/2023
CP01186,BE,136.55,"Ice, ice cream and sorbets (ND)",100.82,50.9,01/11/2023
CP01186,BG,150.58,"Ice, ice cream and sorbets (ND)",102.13,22.8,01/11/2023
CP01186,CH,106.05,"Ice, ice cream and sorbets (ND)",101.38,25.8,01/11/2023
CP01186,CY,123.11,"Ice, ice cream and sorbets (ND)",97.61,2.5,01/11/2023
CP01186,CZ,124.9,"Ice, ice cream and sorbets (ND)",103.75,41.8,01/11/2023
CP01186,DE,132.02,"Ice, ice cream and sorbets (ND)",99.43,252.1,01/11/2023
CP01186,DK,118.39,"Ice, ice cream and sorbets (ND)",103.76,20.9,01/11/2023
CP01186,EE,151.42,"Ice, ice cream and sorbets (ND)",101.77,5.6,01/11/2023
CP01186,EL,106.62,"Ice, ice cream and sorbets (ND)",102.09,25.5,01/11/2023
CP01186,ES,129.36,"Ice, ice cream and sorbets (ND)",98.64,105.4,01/11/2023
CP01186,FI,105.67,"Ice, ice cream and sorbets (ND)",85.78,17.1,01/11/2023
CP01186,FR,122.32,"Ice, ice cream and sorbets (ND)",100.41,211.2,01/11/2023
CP01186,HR,158.08,"Ice, ice cream and sorbets (ND)",100.53,12.6,01/11/2023
CP01186,HU,172.24,"Ice, ice cream and sorbets (ND)",102.29,20.2,01/11/2023
CP01186,IE,86.2,"Ice, ice cream and sorbets (ND)",90.51,12,01/11/2023
CP01186,IT,135.2,"Ice, ice cream and sorbets (ND)",97.8,144.4,01/11/2023
CP01186,LT,176.9,"Ice, ice cream and sorbets (ND)",107.26,7.1,01/11/2023
CP01186,MK,137.83,"Ice, ice cream and sorbets (ND)",99.22,6.7,01/11/2023
CP01186,MT,132.52,"Ice, ice cream and sorbets (ND)",105.41,2.4,01/11/2023
CP01186,NL,114.8,"Ice, ice cream and sorbets (ND)",94.98,62.4,01/11/2023
CP01186,PL,176.85,"Ice, ice cream and sorbets (ND)",105.49,145.2,01/11/2023
CP01186,PT,125.28,"Ice, ice cream and sorbets (ND)",100.89,24.9,01/11/2023
CP01186,RO,150.63,"Ice, ice cream and sorbets (ND)",99.15,47.3,01/11/2023
CP01186,SE,146.31,"Ice, ice cream and sorbets (ND)",105.99,34,01/11/2023
CP01186,SK,156.87,"Ice, ice cream and sorbets (ND)",104.96,20.4,01/11/2023
CP01186,LU,124.56,"Ice, ice cream and sorbets (ND)",106.43,0.7,01/11/2023
CP01186,IS,128.44,"Ice, ice cream and sorbets (ND)",95.68,0.7,01/11/2023
CP01189,IS,128.71,Other sugar confectionery and desserts n.e.c. (ND),104.74,0.7,01/11/2023
CP01189,LU,136.67,Other sugar confectionery and desserts n.e.c. (ND),105.26,0.7,01/11/2023
CP01189,SK,160.23,Other sugar confectionery and desserts n.e.c. (ND),99.85,20.4,01/11/2023
CP01189,SI,132.22,Other sugar confectionery and desserts n.e.c. (ND),100.14,9.6,01/11/2023
CP01189,SE,132.17,Other sugar confectionery and desserts n.e.c. (ND),100.46,34,01/11/2023
CP01189,RO,145.39,Other sugar confectionery and desserts n.e.c. (ND),97.82,47.3,01/11/2023
CP01189,PT,121.25,Other sugar confectionery and desserts n.e.c. (ND),101.22,24.9,01/11/2023
CP01189,PL,144.8,Other sugar confectionery and desserts n.e.c. (ND),101.93,145.2,01/11/2023
CP01189,MT,154.11,Other sugar confectionery and desserts n.e.c. (ND),100.22,2.4,01/11/2023
CP01189,MK,163.19,Other sugar confectionery and desserts n.e.c. (ND),103.02,6.7,01/11/2023
CP01189,LV,190.12,Other sugar confectionery and desserts n.e.c. (ND),120.48,5,01/11/2023
CP01189,LT,161.31,Other sugar confectionery and desserts n.e.c. (ND),104.31,7.1,01/11/2023
CP01189,IT,113.8,Other sugar confectionery and desserts n.e.c. (ND),100.6,144.4,01/11/2023
CP01189,IE,105.08,Other sugar confectionery and desserts n.e.c. (ND),90.81,12,01/11/2023
CP01189,HU,185.31,Other sugar confectionery and desserts n.e.c. (ND),103.51,20.2,01/11/2023
CP01189,HR,147.92,Other sugar confectionery and desserts n.e.c. (ND),101.61,12.6,01/11/2023
CP01189,FR,115.39,Other sugar confectionery and desserts n.e.c. (ND),98.56,211.2,01/11/2023
CP01189,FI,113.31,Other sugar confectionery and desserts n.e.c. (ND),88.73,17.1,01/11/2023
CP01189,ES,137.76,Other sugar confectionery and desserts n.e.c. (ND),102.32,105.4,01/11/2023
CP01189,EL,115.21,Other sugar confectionery and desserts n.e.c. (ND),103.21,25.5,01/11/2023
CP01189,EE,176.62,Other sugar confectionery and desserts n.e.c. (ND),110.48,5.6,01/11/2023
CP01189,DK,122.44,Other sugar confectionery and desserts n.e.c. (ND),99.78,20.9,01/11/2023
CP01189,DE,127.2,Other sugar confectionery and desserts n.e.c. (ND),98.4,252.1,01/11/2023
CP01189,CZ,147.76,Other sugar confectionery and desserts n.e.c. (ND),105.11,41.8,01/11/2023
CP01189,CY,109.34,Other sugar confectionery and desserts n.e.c. (ND),99.5,2.5,01/11/2023
CP01189,CH,105.78,Other sugar confectionery and desserts n.e.c. (ND),100.42,25.8,01/11/2023
CP01189,BG,162.75,Other sugar confectionery and desserts n.e.c. (ND),102.78,22.8,01/11/2023
CP01189,AT,121.7,Other sugar confectionery and desserts n.e.c. (ND),101.53,28.3,01/11/2023
CP01189,NL,128.28,Other sugar confectionery and desserts n.e.c. (ND),97.85,62.4,01/11/2023
CP01189,BE,130.19,Other sugar confectionery and desserts n.e.c. (ND),97.85,50.9,01/11/2023
CP01182,CZ,141.93,Other sugars and sugar substitutes (ND),,41.8,01/11/2023
CP01182,IT,107.5,Other sugars and sugar substitutes (ND),,144.4,01/11/2023
CP01182,SK,121.47,Other sugars and sugar substitutes (ND),,20.4,01/11/2023
CP01182,SI,119.2,Other sugars and sugar substitutes (ND),,9.6,01/11/2023
CP01182,DE,118.98,Other sugars and sugar substitutes (ND),100.25,252.1,01/11/2023
CP01182,EL,101.5,Other sugars and sugar substitutes (ND),104.24,25.5,01/11/2023
CP01182,FR,110.81,Other sugars and sugar substitutes (ND),98.2,211.2,01/11/2023
CP01182,HR,139.4,Other sugars and sugar substitutes (ND),98.35,12.6,01/11/2023
CP01182,HU,132.08,Other sugars and sugar substitutes (ND),94.52,20.2,01/11/2023
CP01182,IE,105.42,Other sugars and sugar substitutes (ND),100.72,12,01/11/2023
CP01182,IS,119.42,Other sugars and sugar substitutes (ND),93.68,0.7,01/11/2023
CP01182,MK,120.66,Other sugars and sugar substitutes (ND),105.23,6.7,01/11/2023
CP01182,PL,138.46,Other sugars and sugar substitutes (ND),105.52,145.2,01/11/2023
CP01182,RO,122.89,Other sugars and sugar substitutes (ND),101.3,47.3,01/11/2023
CP01182,SE,119.92,Other sugars and sugar substitutes (ND),100.22,34,01/11/2023
CP01182,GB,137,Other sugars and sugar substitutes (ND),103.5,132.3,01/11/2023
CP01182,NL,114.22,Other sugars and sugar substitutes (ND),102.03,62.4,01/11/2023
CP01182,BG,157.88,Other sugars and sugar substitutes (ND),102.58,22.8,01/11/2023
CP0126,IS,128.65,Soft drinks (ND),99.28,0.7,01/10/2023
CP0126,LU,124.88,Soft drinks (ND),102.74,0.7,01/10/2023
CP0126,SK,138.88,Soft drinks (ND),100,20.4,01/10/2023
CP0126,SI,141,Soft drinks (ND),102.04,9.6,01/10/2023
CP0126,SE,122.77,Soft drinks (ND),100.8,34,01/10/2023
CP0126,RO,155.28,Soft drinks (ND),97.16,47.3,01/10/2023
CP0126,PT,131.01,Soft drinks (ND),124.16,24.9,01/10/2023
CP0126,PL,150.78,Soft drinks (ND),97.48,145.2,01/10/2023
CP0126,NL,131.37,Soft drinks (ND),106.09,62.4,01/10/2023
CP0126,MT,139.87,Soft drinks (ND),108.02,2.4,01/10/2023
CP0126,MK,96.87,Soft drinks (ND),98.1,6.7,01/10/2023
CP0126,LV,144.26,Soft drinks (ND),101.33,5,01/10/2023
CP0126,LT,157.18,Soft drinks (ND),108,7.1,01/10/2023
CP0126,IT,125.3,Soft drinks (ND),98.9,144.4,01/10/2023
CP0126,IE,126.65,Soft drinks (ND),97.4,12,01/10/2023
CP0126,HU,183.86,Soft drinks (ND),102.97,20.2,01/10/2023
CP0126,HR,141.73,Soft drinks (ND),104.49,12.6,01/10/2023
CP0126,FR,128.96,Soft drinks (ND),100.49,211.2,01/10/2023
CP0126,FI,123.07,Soft drinks (ND),98.45,17.1,01/10/2023
CP0126,ES,147.56,Soft drinks (ND),103.14,105.4,01/10/2023
CP0126,EL,116.5,Soft drinks (ND),99.88,25.5,01/10/2023
CP0126,EE,144.15,Soft drinks (ND),105.85,5.6,01/10/2023
CP0126,DK,113.6,Soft drinks (ND),96.91,20.9,01/10/2023
CP0126,DE,142.5,Soft drinks (ND),101.99,252.1,01/10/2023
CP0126,CZ,141.05,Soft drinks (ND),96.29,41.8,01/10/2023
CP0126,CY,116.23,Soft drinks (ND),88.07,2.5,01/10/2023
CP0126,CH,105.05,Soft drinks (ND),98.39,25.8,01/10/2023
CP0126,BG,143.92,Soft drinks (ND),102.65,22.8,01/10/2023
CP0126,BE,129.54,Soft drinks (ND),104.96,50.9,01/10/2023
CP0126,AT,140.77,Soft drinks (ND),105.44,28.3,01/10/2023
CP01260,AT,140.77,Soft drinks (ND),105.44,28.3,01/10/2023
CP01260,BE,129.54,Soft drinks (ND),104.96,50.9,01/10/2023
CP01260,BG,143.92,Soft drinks (ND),102.65,22.8,01/10/2023
CP01260,CH,105.05,Soft drinks (ND),98.39,25.8,01/10/2023
CP01260,CY,116.23,Soft drinks (ND),88.07,2.5,01/10/2023
CP01260,CZ,141.05,Soft drinks (ND),96.29,41.8,01/10/2023
CP01260,DE,142.5,Soft drinks (ND),101.99,252.1,01/10/2023
CP01260,DK,113.6,Soft drinks (ND),96.91,20.9,01/10/2023
CP01260,EE,144.15,Soft drinks (ND),105.85,5.6,01/10/2023
CP01260,EL,116.5,Soft drinks (ND),99.88,25.5,01/10/2023
CP01260,ES,147.56,Soft drinks (ND),103.14,105.4,01/10/2023
CP01260,FI,123.07,Soft drinks (ND),98.45,17.1,01/10/2023
CP01260,FR,128.96,Soft drinks (ND),100.49,211.2,01/10/2023
CP01260,HR,141.73,Soft drinks (ND),104.49,12.6,01/10/2023
CP01260,HU,183.86,Soft drinks (ND),102.97,20.2,01/10/2023
CP01260,IE,126.65,Soft drinks (ND),97.4,12,01/10/2023
CP01260,IT,125.3,Soft drinks (ND),98.9,144.4,01/10/2023
CP01260,LT,157.18,Soft drinks (ND),108,7.1,01/10/2023
CP01260,LV,144.26,Soft drinks (ND),101.33,5,01/10/2023
CP01260,MK,96.87,Soft drinks (ND),98.1,6.7,01/10/2023
CP01260,MT,139.87,Soft drinks (ND),108.02,2.4,01/10/2023
CP01260,NL,131.37,Soft drinks (ND),106.09,62.4,01/10/2023
CP01260,PL,150.78,Soft drinks (ND),97.48,145.2,01/10/2023
CP01260,PT,131.01,Soft drinks (ND),124.16,24.9,01/10/2023
