LAST UPDATE,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,coicop_description,hicp_201710.OBS_VALUE
18/08/2023 11:00,I05,CP00,TR,01/12/2007,123.72,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2008,124.71,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2008,126.32,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2008,127.53,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2008,129.68,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2008,131.62,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2008,131.14,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2008,131.9,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2008,131.57,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2008,132.17,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2008,135.6,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2008,136.74,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2008,136.18,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2009,136.56,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2009,136.1,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2009,137.59,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2009,137.63,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2009,138.5,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2009,138.66,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2009,139,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2009,138.6,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2009,139.15,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2009,142.51,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2009,144.31,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2009,145.07,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2010,147.75,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2010,149.89,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2010,150.77,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2010,151.66,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2010,151.12,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2010,150.27,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2010,149.55,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2010,150.15,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2010,152,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2010,154.78,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2010,154.82,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2010,154.36,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2011,154.98,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2011,156.11,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2011,156.76,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2011,158.12,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2011,161.95,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2011,159.63,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2011,158.98,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2011,160.14,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2011,161.34,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2011,166.62,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2011,169.5,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2011,170.48,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2012,171.47,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2012,172.52,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2012,173.21,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2012,175.96,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2012,175.58,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2012,174,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2012,173.61,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2012,174.46,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2012,176.11,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2012,179.73,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2012,180.23,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2012,180.94,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2013,184.17,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2013,184.88,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2013,186.2,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2013,186.55,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2013,186.71,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2013,187.99,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2013,188.54,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2013,188.45,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2013,189.99,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2013,193.59,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2013,193.44,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2013,194.4,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2014,198.58,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2014,199.55,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2014,201.96,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2014,204.03,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2014,204.34,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2014,205.31,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2014,206.36,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2014,206.97,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2014,207.04,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2014,211.04,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2014,211.2,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2014,210.36,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2015,212.9,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2015,214.75,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2015,217.35,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2015,220.23,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2015,221.31,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2015,220.93,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2015,220.97,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2015,221.61,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2015,223.41,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2015,227.23,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2015,228.3,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2015,228.82,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2016,233.32,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2016,233.33,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2016,233.25,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2016,234.74,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2016,235.82,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2016,236.46,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2016,239.41,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2016,239.11,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2016,239.78,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2016,243.49,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2016,244.24,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2016,248.32,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2017,254.42,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2017,256.48,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2017,259.09,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2017,262.48,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2017,263.65,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2017,262.94,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2017,263.33,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2017,264.7,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2017,266.43,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2017,271.96,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2017,276.02,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2017,277.91,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2018,280.75,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2018,282.81,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2018,285.62,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2018,290.96,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2018,295.69,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2018,303.41,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2018,305.08,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2018,312.09,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2018,331.77,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2018,340.62,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2018,335.71,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2018,334.35,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2019,337.91,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2019,338.46,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2019,341.94,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2019,347.73,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2019,351.03,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2019,351.12,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2019,355.89,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2019,358.95,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2019,362.51,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2019,369.77,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2019,371.18,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2019,373.93,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2020,378.99,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2020,380.32,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2020,382.49,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2020,385.76,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2020,391.01,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2020,395.44,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2020,397.76,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2020,401.18,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2020,405.09,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2020,413.73,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2020,423.24,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2020,428.52,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2021,435.71,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2021,439.64,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2021,444.4,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2021,451.87,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2021,455.86,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2021,464.71,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2021,473.08,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2021,478.31,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2021,484.41,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2021,496.04,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2021,513.46,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2021,583.15,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2022,647.88,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2022,679.02,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2022,716.13,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2022,768.08,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2022,790.84,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2022,829.84,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2022,849.38,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/08/2022,861.68,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/09/2022,888.36,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/10/2022,919.9,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/11/2022,946.65,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/12/2022,957.83,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/01/2023,1021.82,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/02/2023,1053.99,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/03/2023,1078.26,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/04/2023,1104.12,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/05/2023,1104.53,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/06/2023,1147.88,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,TR,01/07/2023,1257.21,All-items HICP,271.96
18/08/2023 11:00,I05,CP00,US,01/07/2006,104.24,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2006,104.47,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2006,103.8,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2006,102.92,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2006,102.7,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2006,102.88,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2007,103.09,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2007,103.62,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2007,104.75,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2007,105.56,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2007,106.4,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2007,106.52,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2007,106.33,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2007,106.04,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2007,106.47,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2007,106.72,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2007,107.6,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2007,107.49,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2008,107.99,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2008,108.28,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2008,109.37,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2008,110.27,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2008,111.51,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2008,112.87,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2008,113.52,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2008,112.94,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2008,112.77,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2008,111.24,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2008,108.42,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2008,106.97,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2009,107.42,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2009,108.06,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2009,108.31,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2009,108.63,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2009,109.06,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2009,110.26,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2009,110.02,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2009,110.36,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2009,110.57,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2009,110.71,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2009,111,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2009,110.8,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2010,111.32,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2010,111.37,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2010,112.01,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2010,112.29,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2010,112.41,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2010,112.23,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2010,112.26,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2010,112.45,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2010,112.52,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2010,112.68,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2010,112.68,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2010,112.91,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2011,113.58,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2011,114.28,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2011,115.73,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2011,116.7,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2011,117.39,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2011,117.17,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2011,117.22,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2011,117.56,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2011,117.76,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2011,117.35,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2011,117.15,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2011,116.7,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2012,117.29,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2012,117.94,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2012,119.02,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2012,119.41,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2012,119.2,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2012,118.94,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2012,118.84,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2012,119.51,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2012,120.11,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2012,119.97,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2012,119.18,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2012,118.71,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2013,119.09,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2013,120.28,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2013,120.63,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2013,120.42,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2013,120.63,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2013,120.94,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2013,120.94,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2013,121.02,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2013,121.12,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2013,120.62,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2013,120.2,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2013,120.09,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2014,120.59,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2014,121.12,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2014,122.05,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2014,122.52,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2014,123.01,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2014,123.24,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2014,123.09,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2014,122.72,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2014,122.75,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2014,122.24,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2014,121.27,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2014,120.3,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2015,119.45,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2015,120.06,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2015,120.91,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2015,121.15,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2015,121.89,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2015,122.32,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2015,122.22,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2015,121.88,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2015,121.51,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2015,121.33,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2015,120.88,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2015,120.24,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2016,120.39,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2016,120.42,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2016,121.03,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2016,121.69,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2016,122.22,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2016,122.62,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2016,122.23,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2016,122.24,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2016,122.48,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2016,122.55,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2016,122.15,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2016,122.11,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2017,122.97,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/02/2017,123.4,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/03/2017,123.47,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/04/2017,123.9,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/05/2017,123.97,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/06/2017,124,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/07/2017,123.77,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/08/2017,124.11,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/09/2017,124.87,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/10/2017,124.62,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/11/2017,124.51,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/12/2017,124.28,All-items HICP,124.62
18/08/2023 11:00,I05,CP00,US,01/01/2018,125.07,All-items HICP,124.62
