Row Labels,Avg Region 1,Avg Region 2,Avg Region 3,Avg EU Reported Price,Export Parity,Import Parity
11-Mar-22,428.45,436.01,521.51,442.84,432,522
14-Mar-22,428.45,436.01,521.51,442.84,433,521
15-Mar-22,428.45,436.01,521.51,442.84,426,512
16-Mar-22,428.45,436.01,521.51,442.84,425,508
17-Mar-22,428.45,436.01,521.51,442.84,426,509
18-Mar-22,428.45,436.01,521.51,442.84,437,515
21-Mar-22,428.45,436.01,521.51,442.84,448,521
22-Mar-22,428.45,436.01,521.51,442.84,446,519
23-Mar-22,428.45,436.01,521.51,442.84,449,522
24-Mar-22,428.45,436.01,521.51,442.84,452,523
25-Mar-22,428.45,436.01,521.51,442.84,461,529
28-Mar-22,428.45,436.01,521.51,442.84,456,530
29-Mar-22,428.45,436.01,521.51,442.84,438,516
30-Mar-22,428.45,436.01,521.51,442.84,433,522
31-Mar-22,428.45,436.01,521.51,442.84,438,523
01-Apr-22,440,436,526,446,437,523
04-Apr-22,440,436,526,446,441,529
05-Apr-22,440,436,526,446,446,532
06-Apr-22,440,436,526,446,449,532
07-Apr-22,440,436,526,446,453,538
08-Apr-22,440,436,526,446,466,552
11-Apr-22,440,436,526,446,463,548
12-Apr-22,440,436,526,446,469,548
13-Apr-22,440,436,526,446,482,547
14-Apr-22,440,436,526,446,473,544
15-Apr-22,440,436,526,446,,
18-Apr-22,440,436,526,446,,
19-Apr-22,440,436,526,446,448,540
20-Apr-22,440,436,526,446,446,536
21-Apr-22,440,436,526,446,447,539
22-Apr-22,440,436,526,446,440,529
25-Apr-22,440,436,526,446,435,526
26-Apr-22,440,436,526,446,438,529
27-Apr-22,440,436,526,446,445,534
28-Apr-22,440,436,526,446,453,546
29-Apr-22,440,436,526,446,452,543
02-May-22,442,438,548,452,453,532
03-May-22,442,438,548,452,442,526
04-May-22,442,438,548,452,441,527
05-May-22,442,438,548,452,444,529
06-May-22,442,438,548,452,453,537
09-May-22,442,438,548,452,444,527
10-May-22,442,438,548,452,441,525
11-May-22,442,438,548,452,438,525
12-May-22,442,438,548,452,450,533
13-May-22,442,438,548,452,466,545
16-May-22,442,438,548,452,477,555
17-May-22,442,438,548,452,476,557
18-May-22,442,438,548,452,476,554
19-May-22,442,438,548,452,474,552
20-May-22,442,438,548,452,478,554
23-May-22,442,438,548,452,468,547
24-May-22,442,438,548,452,469,544
25-May-22,442,438,548,452,479,545
26-May-22,442,438,548,452,479,540
27-May-22,442,438,548,452,480,541
30-May-22,442,438,548,452,484,
31-May-22,442,438,548,452,484,537
01-Jun-22,,,,,490,537
02-Jun-22,,,,,491,536
03-Jun-22,,,,,489,534
06-Jun-22,,,,,504,539
07-Jun-22,,,,,478,529
08-Jun-22,,,,,475,527
09-Jun-22,,,,,489,533
10-Jun-22,,,,,483,531
13-Jun-22,,,,,491,532
14-Jun-22,,,,,494,532
15-Jun-22,,,,,488,528
16-Jun-22,,,,,487,532
17-Jun-22,,,,,485,529
20-Jun-22,,,,,488,
21-Jun-22,,,,,480,527
22-Jun-22,,,,,476,524
23-Jun-22,,,,,475,524
24-Jun-22,,,,,467,522
27-Jun-22,,,,,462,519
28-Jun-22,,,,,473,524
29-Jun-22,,,,,477,526
30-Jun-22,,,,,486,538
01-Jul-22,,,,,477,519
04-Jul-22,,,,,479,
05-Jul-22,,,,,483,519
06-Jul-22,,,,,496,528
07-Jul-22,,,,,495,540
08-Jul-22,,,,,510,552
11-Jul-22,,,,,516,551
12-Jul-22,,,,,526,550
13-Jul-22,,,,,534,559
14-Jul-22,,,,,545,558
15-Jul-22,,,,,545,562
18-Jul-22,,,,,497,562
19-Jul-22,,,,,477,544
20-Jul-22,,,,,475,542
21-Jul-22,,,,,472,535
22-Jul-22,,,,,464,525
